NSC,SMILES,Cluster_ID,Scaffold_Cluster_ID,Random_Cluster_ID,Butina_Cluster_ID
628749,c1c(Cl)ccc(O)c1C(=O)/C=C/c1ccc(O)cc1,7,4,4,1
628750,c1c(c(cc2oc(=O)cc(c3ccccc3)c12)OC(C)C(=O)O)Cl,1,1,4,4
628752,C1(C2C(=CC(C1)C(=O)N2Cc1ccccc1)S(=O)(=O)c1ccccc1)(OC)OC,3,3,2,6
628754,C1(C2C=C(C(C1)C(=O)N2Cc1ccccc1)S(=O)(=O)c1ccccc1)(OC)OC,3,4,2,6
628755,C1(C2C(C(C(C1)C(=O)N2Cc1ccccc1)S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1)(OC)OC,3,5,2,6
628756,C1(=O)C2N(C(=O)C(C(C2S(=O)(=O)c2ccccc2)S(=O)(=O)c2ccccc2)C1)Cc1ccccc1,3,6,3,5
628803,c1(nc(cc2c1N=C(C(N2)C)c1ccccc1)NC(=O)OCCF)N.C(Cl)(Cl)Cl,2,3,4,5
628811,C(=C[N+](=O)[O-])(c1ccc(cc1)OC)c1ccc(cc1)OC,7,7,7,5
628812,C(=C(C#N)C#N)(c1ccc(cc1)OC)c1ccc(cc1)OC,7,7,5,4
628865,n1(ccnc1[N+](=O)[O-])COCCO,4,1,5,2
628866,N(C(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(OC(=O)C(C(CC)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)C)CC(C)C)CO)C)C(=O)C[C@H](O)CCCCCCC,3,1,2,7
628869,c1cc(c2c(c1)C(=O)c1c(C2=O)ccc2c1C(=O)CC(C2)C)O,1,2,2,6
628870,Clc1ccc2c(c1)c(c(c(=O)o2)c1ccccc1)C,1,3,1,4
628872,c1(OC)c(OC)ccc2c1OCC(C2=O)c1cc(OC)c(OC)cc1,1,4,5,5
628875,c1cccc2n(C)c3c4c(cc(c3c(=O)c12)O)OC(C4)C(=C)C,1,5,7,3
628877,c1(nc(nc2c1c(cc(=O)o2)OC(=O)C)OC)NC1OC(C(C(C1OC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C,4,6,6,3
628878,c1(nc(nc2c1c(c(c(=O)o2)C)OC(=O)C)OC)NC1OC(C(C(C1OC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C,4,6,5,3
628879,c1(nc(nc2c1c(c(c(=O)o2)C)OC(=O)C)SC)NC1OC(C(C(C1OC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C,4,6,4,3
628880,c1(nc(nc2c1c(c(c(=O)o2)C)OC(=O)C)SC)NC1OCC(C(C1OC(=O)C)OC(=O)C)OC(=O)C,4,6,4,4
628881,c1(nc(nc2c1c(c(c(=O)o2)CC)OC(=O)C)OC)NC1OC(C(C(C1OC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C,4,6,3,3
628882,c1(nc(nc2c1c(c(c(=O)o2)CC)OC(=O)C)SC)NC1OC(C(C(C1OC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C,4,6,4,3
628883,c1(nc(nc2c1c(c(c(=O)o2)CC)OC(=O)C)SC)NC1OCC(C(C1OC(=O)C)OC(=O)C)OC(=O)C,4,6,6,4
628902,C1(OC(C(C(C1O)O)NC(=O)OCc1ccccc1)n1c(=O)[nH]c(=O)c(c1)F)CO,4,7,2,1
628903,C1(C(OC(C(C1O)N)n1c(=O)[nH]c(=O)c(c1)F)CO)O,4,7,5,1
628904,C1(C(OC(C(C1O)N)n1c(=O)[nH]c(=O)c(c1)F)COC(=O)CCCCCCCCCCCCCCC)O,4,7,6,2
628905,C1(C(C(OC(C1NC(=O)OCc1ccccc1)n1c(=O)[nH]c(=O)c(c1)F)COC(=O)CCCCCCCCCCCCCCC)O)O,4,7,5,2
628907,c1c(cc2c(c1)nc(n[n+]2[O-])O)[N+](=O)[O-],2,3,1,6
628908,c1c(cc2c(c1)nc(n[n+]2[O-])Cl)[N+](=O)[O-],2,3,3,6
628909,c1c(cc2c(c1)nc(n[n+]2[O-])NC(=O)C(F)(F)F)[N+](=O)[O-],5,3,1,7
628910,c1c(cc2c(c1)nc(n[n+]2[O-])NCCN(CC)CC)[N+](=O)[O-].Cl,2,3,5,5
628911,c1c(cc2c(c1)[n+](c(n[n+]2[O-])NCCN(CC)CC)[O-])[N+](=O)[O-].FC(F)(F)C(=O)O,2,5,1,5
628912,c1ccc2c(c1)nc(n[n+]2[O-])NCCCN(CC)CC,2,3,7,6
628914,N1(CC(O)OCc2cc(c(cc2)N)[N+](=O)[O-])CCCCC1.Cl,5,7,4,7
628915,c1ccc2c(c1)[n+](c(n[n+]2[O-])NCCN(CC)CC)[O-],2,5,4,6
628916,c1ccc2c(c1)[n+](c(n[n+]2[O-])NCCCN(CC)CC)[O-],2,5,3,6
628917,c1c(cc2c(c1)[n+](c(n[n+]2[O-])NCCN(CC)CC)[O-])[N+](=O)[O-],2,5,2,5
628918,c1c(cc2c(c1)[n+](c(n[n+]2[O-])NCCN(CC)CC)[O-])[N+](=O)[O-].Cl,2,5,5,5
628919,c1c(OCC(CN2CCCCC2)OC(=O)C)cc2c(c1)[n+](c(n[n+]2[O-])N)[O-].FC(F)(F)C(=O)O,2,1,5,6
628920,C1CCN(CC1)CC(O)COc1cc2c(cc1)nc(n[n+]2[O-])N,2,2,2,6
628929,C(=C\c1ccccc1)/[C@H]1OC(=O)CC[C@H]1S(=O)(=O)c1ccccc1,1,3,2,7
628937,c1cccc2c1C(C2)C(=O)c1c(cc(cc1O)O)O,1,4,2,7
628939,c1cccc2c1C(=O)c1c(C2=O)c2c(cc1)con2,1,5,5,7
628940,C1(C(=O)c2c(c3c(C1=O)cccc3)cccc2)(Br)Br,1,6,4,7
628941,c1cccc2c1C(=O)/C(=N\O)/S2(=O)=O,1,7,6,6
628942,c1cccc2c1/C(=N/O)/C(=O)S2(=O)=O,1,1,3,7
628952,c1cc2c(ccc1)n1c(c2)ncc(c1=O)C(=O)OCC,2,2,6,4
628953,C1C(OC(C1)n1c2c(nc1)cnc(n2)N)CO,4,5,6,4
628973,C1C[C@@H](CC2=CC[C@@H]3[C@H]([C@@]12C)CC[C@]1(C3=CC=C1C(=O)C)C)OC(=O)C,6,3,1,1
628990,N(CC)(CCn1c(=O)c(cn(c1=O)CCN1CCN(CC1)C(=O)NCCCCCCNC(=O)N1CCN(CC1)CCn1cc(c(=O)n(c1=O)CCC(CC)CC)C(=O)NC(=O)OCC)C(=O)NC(=O)OCC)CC,4,7,2,2
628995,C1=CC(=O)C[C@]2(C)[C@@]1(C)[C@H]1[C@H]([C@@H]3[C@](CC1)([C@H](CC3)OC(=O)C)C)CC2,6,4,3,3
629011,C1(=C(C#N)C(=O)CC(N(N1)C)c1ccc(Br)cc1)c1ccccc1,1,5,6,6
629013,C1(=C(C#N)C(=O)CC(N(N1)C)c1ccccc1)c1ccc(cc1)Cl,1,5,5,6
629014,C1(=C(C#N)C(=O)CC(N(N1)Cc1ccccc1)c1ccc(Cl)cc1)c1ccccc1,1,6,3,6
629015,C1(=C(C#N)C(=O)CC(N(N1)C)c1ccc(Cl)cc1)C,1,7,7,6
629016,C1(=C(C#N)C(=O)CC(c2ccc(cc2)N(C)C)N(N1)C)c1ccccc1,1,5,4,6
629017,C1(=C(C#N)C(=O)CC(N(N1)C)c1c(cccc1)Cl)c1ccccc1,1,5,3,6
629019,n1cccc2c1n(c(=O)[nH]c2=O)CC#C,1,1,3,7
629023,c1c2c(ccc1)c1c([nH]2)c2c(c3c1c(=O)n(c3=O)Cc1ccccc1)c1c(n2CC2CO2)cccc1,1,2,7,7
629028,c1(ccc([N+](=O)[O-])c2c1[nH]c1c(c2=O)cccc1)C(=O)O,1,4,1,4
629034,c12c(c(ccc1C(=O)O)N)c(=O)c1c([nH]2)cccc1,1,4,2,4
629040,OC1CCC2(C(C1(CO)C)CCC(=C)C2CC(/C(=C/CO)/C(=O)O)O)C,6,3,7,7
629048,C1C(OC(C1)c1scc(n1)C(=O)N)CO,4,5,1,5
629049,C1=CC(OC1CO)c1scc(n1)C(=O)N,4,4,7,5
629050,C1(C(OC(C1O)c1scc(n1)C(=N)OC)CO)O,4,5,1,5
629051,C1(C(OC(C1O)c1scc(n1)C1=NCCCN1)CO)O.Cl,4,5,6,5
629052,C1(C(OC(C1O)c1scc(n1)C(=N)NC(C(=O)O)CCC(=O)N)CO)O,4,5,2,5
629104,c1cccc2c1cc(c[n+]2Cc1ccccc1)C(=O)N(C)C(C)C(=O)N.[Br-],7,6,3,7
629107,c1c(ccc2c1c(=O)c1c(o2)ccc(c1)C#N)C#N,1,2,4,7
629110,c1ccccc1C(O)CCNC12CC3CC(C1)CC(C3)C2,7,7,2,7
629121,C12C34C(=CC(C1C(=O)N(C2=O)Cc1ccccc1)C1C(=O)N(C(=O)C41)Cc1ccccc1)c1c(N3c2ccccc2)cccc1,1,1,2,5
629122,C12C34C(=CC(C1C(=O)N(C2=O)c1ccccc1)C1C(=O)N(C(=O)C41)c1ccccc1)c1c(N3C(=O)C)cccc1,1,2,1,5
629124,c1cccc2c1c(cn2C(=O)c1ccccc1)/C=C/[N+](=O)[O-],1,3,4,7
629127,C1CC2C(CCCC1)(C(=O)NC12CCCCCC1)O,3,4,1,7
629129,C12(CCCC1)NC(=O)C1(/C/2=N/O)CCCC1,3,5,4,7
629154,C1(C(CCC2(C1CCC(=C)C2C/C=C/1\C(=O)OCC1)C)O)(C)CO,6,6,2,5
629155,C12(C(C(C(CC1)O)(CO)C)CCC(=C)C2CC(O)C1=CCOC1=O)C,6,7,7,7
629156,COc1c(OC)cc2c(c1)CCN=C2Cc1cc(OC)c(OC)cc1Br,1,1,1,5
629161,COc1c(OC)cc2c(c1)ccnc2c1n[nH]c2c1cc(c(c2)OC)OC,1,2,1,5
629162,c1cccc2c1C1(c3c(O2)cccc3)OC(=O)c2c1cccc2,1,3,7,5
629222,C1=C2[C@](CC/C/1=N\OC(=O)Nc1ccccc1)([C@H]1[C@@H](CC2)[C@@H]2[C@@](CC1)(C)[C@H](CC2)OC(=O)Nc1ccccc1)C,6,4,5,3
629224,C1[C@H](CC[C@]2(C1=CC[C@@H]1[C@H]2CC[C@]2([C@@H]1CC/C/2=N\OCCC#N)C)C)OC1CCCCO1,6,5,7,6
629225,C1[C@H](CC[C@]2(C1=CC[C@@H]1[C@H]2CC[C@]2([C@@H]1CC/C/2=N\OC(=O)NCC)C)C)OC1CCCCO1,6,5,4,6
629226,C1[C@H](CC[C@]2(C1=CC[C@@H]1[C@H]2CC[C@]2([C@@H]1CC/C/2=N\OCCC#N)C)C)OCCC#N,6,6,2,6
629227,C1[C@H](CC[C@]2(C1=CC[C@@H]1[C@H]2CC[C@]2([C@@H]1CC/C/2=N\OC(=O)NCC)C)C)OC(=O)NCC,6,6,4,1
629228,C1[C@H](CC[C@]2(C1=CC[C@@H]1[C@H]2CC[C@]2([C@@H]1CC/C/2=N\OC(=O)NC(C)C)C)C)OC(=O)NC(C)C,6,6,4,1
629229,C1[C@H](CC[C@]2(C1=CC[C@@H]1[C@H]2CC[C@]2([C@@H]1CC/C/2=N\OC(=O)Nc1ccccc1)C)C)OC(=O)Nc1ccccc1,6,7,6,1
629243,O(C(=S)Nc1cc(c(Cl)cc1)C(=O)OC(C)C)C(C)C,5,3,7,6
629265,[nH]1c(nnn1)CCCCCCCCCCCCC,7,2,2,7
629266,c1ccc2c(c1)nc1c(c2NCCCCCCN(CCCl)CCCl)cc(cc1)OC.Cl,2,5,5,1
629282,c1cc(ccc1)NC(=O)SCCC(=O)O,5,3,7,3
629284,c1cc(cc(c1)[N+](=O)[O-])NC(=O)SCCC(=O)O,5,3,4,3
629285,c1cc(ccc1[N+](=O)[O-])NC(=O)SCCC(=O)O,5,3,1,1
629286,c1cc(ccc1[N+](=O)[O-])NC(=S)SCCC(=O)O,5,3,1,1
629287,c1cc(c(cc1)F)NC(=O)SCCC(=O)O,5,3,7,3
629288,c1(ccc(cc1NC(=O)SCCC(=O)O)NC(=O)SCCC(=O)O)C,5,3,3,3
629289,c1cc(ccc1C)NC(=S)SCCC(=O)O,5,3,1,7
629290,c1cc(cc(c1)F)NC(=O)SCCC(=O)O,5,3,7,3
629291,c1cc(c(cc1c1ccc(cc1OC)NC(=O)SCCC(=O)O)OC)NC(=O)SCCC(=O)O,5,1,6,3
629292,c1cc(ccc1C(=O)OCC)NC(=O)SCCC(=O)O,5,3,3,3
629293,c1cc(ccc1S(=O)(=O)c1ccc(cc1)C)NC(=O)SCCC(=O)O,5,4,3,2
629294,c1cc(ccc1C)NC(=O)SCCC(=O)O,5,3,7,3
629295,c1cc(ccc1)/N=N/c1ccc(cc1)NC(=O)Sc1c(cccc1)C(=O)O,5,1,5,7
629296,c1cc(ccc1/N=N/c1ccccc1)NC(=O)SC(C)C(=O)O,5,3,5,7
629298,c1cc(cc(c1)F)NC(=S)SC(C(=O)O)C,5,3,3,7
629299,c1cc(ccc1/N=N/c1ccccc1)NC(=O)SCCCC(=O)O,5,3,1,3
629300,c1cc(c(cc1)Cl)NC(=O)SCCC(=O)OC,5,3,1,3
629304,NC(P(=O)(O)O)CCCC(N)C(=O)O,3,5,3,3
629306,OC(=O)C(N)CCc1nc(cs1)c1ccc(cc1)Cl,3,2,7,6
629307,OC(=O)C(N)CCc1nc(cs1)c1ccccc1OC,3,2,5,6
629308,OC(=O)C(N)CCc1nc(cs1)c1cccc(c1)[N+](=O)[O-],2,2,3,5
629379,C1(N([C@@H](C(=O)O1)CC(C)C)[N+](=O)[O-])(OC(=O)C)C,3,2,4,7
629416,c1cccc2c1c1C[C@@H](C(=O)OC)N[C@H](c1[nH]2)c1ccccc1,3,3,2,4
629418,c1cccc2c1c1CC(C(=O)OC)NC(c1[nH]2)c1ccccc1O,3,3,7,4
629419,c1cccc2c1c1c([nH]2)[C@@H](N[C@@H](C1)C(=O)OC)CC,3,4,1,4
629420,c1cccc2c1c1CC(C(=O)OC)NC(c1[nH]2)C1CCCCC1,3,4,2,4
629421,c1cccc2c1c1CC3N(C(c1n2C)CC(C3=O)C(=O)OC)C,1,5,1,7
629426,c1cccc2c1c1CCN(Cc3ccccc3)C(c1[nH]2)CCC(=O)O,3,1,3,2
629487,c1(c2c([nH]n1)nc(nn2)N)c1ccccc1,2,6,2,7
629488,c1(c2c([nH]n1)nc(nn2)O)c1ccccc1,2,6,7,7
629489,c1cccc2c1c1CCN3[C@@H]4c1n2C(=O)C[C@]4(CC)CC[C@@H]3C#N,1,7,7,7
629493,COc1cccc(c1C(=O)O)SSc1cccc(c1C(=O)O)OC,7,4,6,6
629496,n1ccnc2c1oc1c(c2=O)cccc1,1,7,6,7
629503,O(CCCCCC[Te][Te]CCCCCCOC1OCCCC1)C1OCCCC1,3,1,4,5
629602,[C@H]1(CC=C([C@](C1)(O)[C@]1(O)C(=CC[C@@H](C(=C)C)C1)C)C)C(=C)C,6,2,5,7
629606,c12ccc(c(c1)C(=O)O)[C@@H]1[C@](CC/C=C(/CC[C@@H](C2)OC(=O)C)\C)([C@H](CC1)[C@@H](C)/C=C/C(C)C)C,6,3,3,7
629609,c1c(OC)c(OC)cc(c1)C(C#N)NC12CC3CC(C1)CC(C3)C2,7,4,4,5
629610,c1c2c(cc(c1)C(C#N)NC13CC4CC(C1)CC(C4)C3)OCO2,7,5,5,6
629611,c1(ccc(cc1)OC)C(C#N)NC12CC3CC(C1)CC(C3)C2,7,4,7,6
629612,c1cc(cc(c1)C(C#N)NC12CC3CC(C1)CC(C3)C2)OC,7,4,7,6
629618,c1(nc(nc(c1)NCCCCCNc1nc(nc(c1)Cl)N)N)Cl,4,6,6,1
629619,c1(nc(nc(c1)NCCCCCCNc1cc(nc(n1)N)Cl)N)Cl,4,7,3,1
629620,c1(nc(nc(c1)NCCCCCCCCNc1cc(nc(n1)N)Cl)N)Cl,4,1,3,1
629621,n1c(nc(cc1Cl)NCCCCCCCCCCNc1nc(nc(c1)Cl)N)N,4,2,1,1
629624,C1CC/C(=N/OC(=O)c2ccc(cc2)C)/C(=C/c2ccccc2)/C1,1,3,2,1
629625,C1CC/C(=N/OC(=O)c2ccc(cc2)Cl)/C(=C/c2ccccc2)/C1,1,3,6,1
629626,C1CC/C(=N/OC(=O)c2ccc(c(c2)Cl)Cl)/C(=C/c2ccccc2)/C1,1,3,4,5
629627,C1C/C(=C\c2ccccc2)/C(=N\O)/C1,1,4,5,1
629628,c1cccc(c1)/C=C\1/C(=N/OS(=O)(=O)c2ccc(cc2)C)/CCC1,1,5,7,1
629629,C1CC/C(=N\OC(=O)c2ccc(cc2)OC)/C(=C/c2ccccc2)/C1,1,6,6,1
629631,C1CCC(=O)/C(=C/c2ccc(cc2)C)/C1,1,7,3,1
629632,C1CCC(=O)/C(=C/c2ccc(cc2)OC)/C1,1,7,2,1
629633,C1CC/C(=N/O)/C(=C/c2ccc(cc2)C)/C1,1,1,7,5
629634,C1CC/C(=N/O)/C(=C/c2ccc(c(c2)Cl)Cl)/C1,1,1,7,5
629635,C1CC(/C(=N/O)/C(C1)C[N+](C)(C)C)C[N+](C)(C)C.[I-],3,1,1,5
629636,C1CC/C(=N\OC(=O)c2ccc(cc2)[N+](=O)[O-])/C(=C/c2ccccc2)/C1,1,6,4,5
629640,C1C/C(=N/OC(=O)c2ccc(c(c2)Cl)Cl)/C(=C/c2ccccc2)/C1,1,2,4,5
629641,C1C/C(=N/OC(=O)c2ccc(cc2)Cl)/C(=C/c2ccccc2)/C1,1,2,4,5
629643,Cl.C1CC/C(=N/OC(=O)c2ccc(cc2)Cl)/C(C1)CN(C)C,3,3,4,4
629644,C1CC(CN(C)C)C(C(C1)CN(C)C)OC(=O)c1ccccc1.Cl,3,4,4,5
629645,C1CC/C(=N/O)/C(C1)CN(C)C,3,1,2,4
629647,C1C/C(=N/OC(=O)c2ccc(cc2)[N+](=O)[O-])/C(=C/c2ccccc2)/C1,1,2,6,5
629648,C1C/C(=N/OC(=O)c2ccccc2)/C(=C/c2ccccc2)/C1,1,2,4,1
629649,C1C/C(=N/OC(=O)c2ccc(cc2)C)/C(=C/c2ccccc2)/C1,1,2,2,5
629650,C1CC/C(=N/NC(=O)N)/C(=C/c2ccccc2)/C1,1,1,4,1
629651,Cl.C1CC/C(=N/OC(=O)c2ccc(c(c2)Cl)Cl)/C(C1)CN(C)C,3,3,5,4
629652,C1C/C(=N/OC(=O)c2ccc(cc2)OC)/C(=C/c2ccccc2)/C1,1,2,6,5
629653,Cl.C1CC/C(=N/OC(=O)c2ccc(cc2)C)/C(C1)CN(C)C,3,3,2,4
629654,Cl.C1CC/C(=N/OC(=O)c2ccc(cc2)OC)/C(C1)CN(C)C,3,3,5,1
629656,c1cc(ccc1)/N=C/1\N(/C(=N\c2ccccc2)/S1)C,2,5,2,7
629657,c1c(cc2c(c1)[nH]c1c2cn[nH]c1=O)OC,1,6,4,7
629658,c1ccc2c(c1)c(c1c(n2)n(nc1)C)Nc1ccc(cc1)Cl,2,7,6,2
629661,c1(c(nc2c(c1)c(=O)c(cn2CC)C(=O)O)N1CCNCC1)F,5,1,7,7
629676,C1(N(CC(C(C1OCc1ccccc1)OCc1ccccc1)OCc1ccccc1)Cc1ccccc1)CO,3,2,3,7
629690,O1C(C(C2C1OC(O2)(C)C)OC(=O)CCC)C1COC(O1)(C)C,3,3,5,5
629691,C1(OC2C(C3C1OC(O3)(C)C)OC(O2)(C)C)COC(=O)CCC,3,4,3,6
629705,c1cccc2c1[nH]c(n2)SCN(CC)CC.Cl,2,1,1,6
629706,c1cccc2c1sc(n2)SCN(CC)CC,2,5,7,6
629713,c1cccc2c1C(=O)c1c(C2=O)nc(c(n1)c1ccccc1)c1ccccc1,1,5,5,2
629719,c1(c(c(c(c(c1F)F)N)F)F)C1(C(=O)NC(=O)CC1)CC,1,3,7,6
629724,c1cc2c(=O)n3c(=NCC3)c3cccc(c1)c23.*[N+](=O)[O-],1,6,3,6
629725,C1n2c(=NCC1)c1c3c(c2=O)cccc3ccc1,1,7,1,6
629726,C1n2c(=[N+](CC1)C)c1c3c(c2=O)cccc3ccc1.[I-],1,1,4,6
629727,c1cc2c(=O)n3CCCN=c3c3cccc(c1)c23.*[N+](=O)[O-],1,7,3,6
629728,c1cc2c(=O)n3CCCN=c3c3cccc(c1)c23.*N.Cl,1,7,3,6
629729,C(n1c(=O)c2c3c(c1=O)cccc3ccc2)CCN1CCN(CCCn2c(=O)c3c4c(c2=O)cccc4ccc3)CC1,1,2,2,2
629730,C(n1c(=O)c2c3c(c1=O)cccc3cc(c2)[N+](=O)[O-])CCN1CCN(CCCn2c(=O)c3c4c(c2=O)cccc4cc(c3)[N+](=O)[O-])CC1,1,2,5,2
629731,C(n1c(=O)c2c3c(c1=O)cccc3c(cc2)Cl)CCN1CCN(CCCn2c(=O)c3c4c(c2=O)cccc4c(cc3)Cl)CC1,1,2,1,2
629733,c12ccccc1cccc2CNCCCCCCCCNCc1cccc2c1cccc2,7,3,6,4
629734,c12ccccc1cccc2CNCCCCCCCCCCCCNCc1cccc2c1cccc2,7,4,1,4
629735,c12ccccc1cccc2CNCCCN1CCN(CC1)CCCNCc1cccc2c1cccc2,7,5,1,5
629738,c12ccccc1cccc2C(=O)NCCCCCCCCNC(=O)c1cccc2c1cccc2,2,6,4,1
629739,c12ccccc1cccc2C(=O)NCCCCCCCCCCCCNC(=O)c1cccc2c1cccc2,2,7,3,1
629740,c12ccccc1cccc2C(=O)NCCCN1CCN(CCCNC(=O)c2cccc3c2cccc3)CC1,2,1,6,1
629742,N1(CCc2c3C1Cc1cc(c(cc1)O)Oc1ccc(CC4c5c(cc(c(c5)Oc3c3c(c2)OCO3)O)CCN4C)cc1)C,1,2,7,5
629744,N1(CCc2c3C1Cc1cc(c(cc1)OC)Oc1ccc(CC4c5c(cc(c(c5)Oc3c3c(c2)OCO3)OC)CCN4C)cc1)C,1,2,4,5
629745,c12cc(O)c3c4c1C(N(CC2)C)Cc1ccc(c(c1)Oc1ccc(CC2c5c(cc(O3)c(O4)c5)CCN2C)cc1)O,1,3,7,5
629746,c12cc(OC)c3c4c1C(N(CC2)C)Cc1ccc(c(c1)Oc1ccc(CC2c5c(cc(O3)c(O4)c5)CCN2C)cc1)OC,1,3,2,3
629749,c1cccc2c1C(=O)C(=O)C1=C2OC(CC1)(C)C,1,4,5,5
629779,c1(c(c(cc2c1oc(cc2=O)c1ccc(cc1)O)C)C)C(=O)O,1,4,6,3
629780,c1(c(c(C)cc2c1oc(cc2=O)c1ccc(cc1)C(=O)O)C)C(=O)O,1,4,6,3
629781,c1(c(c(C)cc2c1oc(cc2=O)c1c(cccc1)C)C)C(=O)O,1,4,1,3
629782,c1(c(c(C)cc2c1oc(cc2=O)c1cc(ccc1)C)C)C(=O)O,1,4,1,3
629783,c1(c(c(C)cc2c1oc(cc2=O)c1cc(c(cc1)C)C)C)C(=O)O,1,4,7,3
629784,c1(c(c(C)cc2c1oc(cc2=O)c1cc(c(c(c1)OC)OC)OC)C)C(=O)O,1,4,4,3
629785,c1(c(c(C)cc2c1oc(cc2=O)c1ccc(cc1)C)C)C(=O)O,1,4,7,3
629786,c1(c2c(cc3c1oc(cc3=O)c1ccccc1)CCCC2)C(=O)O,1,5,7,2
629787,c1(c(c(C)cc2c1oc(cc2=O)c1c(cccc1)OC)C)C(=O)O,1,4,5,3
629788,c1(c(c(C)cc2c1oc(cc2=O)c1cc(ccc1)OC)C)C(=O)O,1,4,2,3
629789,c1(c(c(C)cc2c1oc(cc2=O)c1sccc1)C)C(=O)O,1,6,7,3
629790,c1(c(c(C)cc2c1oc(cc2=O)c1ccc(cc1)C(=O)O)C)C(=O)N,1,4,5,3
629793,C1CCCc2c1cc1c(c2C(=O)N)[nH]c2c(c1=O)cccc2,1,7,7,7
629794,c1c(c(C)c(c2c1C(=O)c1c2cccc1F)C(=O)N)C,1,4,1,6
629795,c1c(c(c(c2c1C(=O)c1c2cccc1Cl)C(=O)N)C)C,1,4,6,6
629796,Cc1c(C)cc2c(c1C(=O)N)[nH]c1c(c2=O)ccc(Cl)c1,1,4,1,5
629797,c1cccc2c1c(=O)c1c([nH]2)c(C(=O)N)c(c(c1)c1ccccc1)c1ccccc1,1,1,6,7
629807,C1(=O)CCCc2c1c(CC(=O)OC)cc(=O)o2,3,2,3,6
629811,c1cccc2c1c1c([nH]2)C(NC(C1)C(=O)OC(C)C)c1ccccc1,3,3,5,4
629812,c1cccc2c1c1c(n2C)C2N(C(C1)C(=O)C(C(=O)OC)(C(=O)OC)C2)Cc1ccccc1,1,3,4,6
629814,c1(ccccc1)CNc1ccc2c(c1)c1c([nH]2)cnc(c1)CO.Cl,2,4,3,7
629815,c1cccc2c1c1c([nH]2)cnc(c1)C(=O)NCCO,1,1,4,6
629817,c1cccc2c1c1c([nH]2)cnc2c1[nH]c1c2nccc1,1,5,4,3
629818,c1cccc2c1c1c([nH]2)cnc2c1n(c1c2cccc1)C,1,6,4,7
629823,Cc1cc(c(cc1)/N=N/c1c(n(nc1C)c1ccccc1)C)Br,2,5,1,7
629824,Cc1cc(c(cc1)/N=N/c1c(n(nc1C)c1ccccc1)c1ccccc1)Br,2,7,4,7
629825,Brc1ccc(c(c1)C)/N=N/C1C(=O)N(N=C1C)c1ccccc1,5,2,1,6
629826,Brc1ccc(c(c1)C)/N=N/C1C(=O)ON=C1c1ccccc1,5,1,6,6
629827,Brc1c(C)cc(cc1)/N=N/C1C(=O)N(N=C1C)c1ccccc1,5,2,1,6
629828,Brc1c(C)cc(cc1)/N=N/C1C(=O)ON=C1C,5,2,5,7
629831,c1c(ccc2c1OC[C@H]1[C@@H]2Oc2c1ccc(c2)OC)OC,1,3,3,3
629860,c1cccc2c1n(C)c1c2CC(N(C1CCC(=O)O)Cc1ccccc1)C(=O)OC,1,1,2,6
629862,C1(=O)OCCCC1P(=O)(OCC)OCC,3,4,7,7
629863,C1(=O)OCCCCC1P(=O)(OCC)OCC,3,5,7,7
629867,c1(cc(ccc1OCc1nnc2n1N=C(CS2)c1ccccc1)Cl)Cl,2,6,5,4
629868,c1c(ccc(c1)OCc1nnc2n1N=C(CS2)c1ccc(cc1)Br)Cl,2,6,1,4
629869,c1c2c(ccc1)c(ccn2)/C=N\N(C)c1ccccc1,5,7,2,3
629870,c1c2c(ccc1)c(ccn2)/C=N\N(C)c1ccc(cc1)[N+](=O)[O-],5,7,6,5
629871,c1c2c(c(cc1)/C=N/N(C)c1ccc(cc1)[N+](=O)[O-])nccc2,5,1,4,5
629872,c1c2c(c(cc1)/C=N/N(C)c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])nccc2,5,1,5,5
629873,c1cccc2c1ccc(n2)/C=N/c1ccc(cc1)OCC,2,2,2,4
629874,c1cccc2c1nccc2/C=N/c1ccc(cc1)OCC,2,3,3,4
629875,c1ccnc2c1cccc2/C=N/c1ccc(cc1)OCC,2,4,7,4
629910,c1cccc(c1)/C(=N/Nc1ccccc1)/C(C)CN(C)C.Br,7,5,3,4
629911,c1cccc(c1)/C(=N/Nc1ccccc1)/C(C)(C)CN(C)C.Cl,7,5,4,4
629912,c1ccccc1/C=C/C(=N/Nc1ccccc1)/CCN(C)C.Cl,7,6,3,4
629914,c1ccccc1/C(=N/Nc1ccc(cc1)Cl)/CCN(C)C.Cl,7,5,6,4
629915,c1ccccc1/C(=N/Nc1ccc(c(c1)Cl)Cl)/CCN(C)C.Cl,7,5,7,4
629916,c1ccccc1/C(=N/Nc1ccc(cc1Cl)Cl)/CCN(C)C.Cl,7,5,4,4
629917,c1ccccc1/C(=N/Nc1c(cccc1Cl)Cl)/CCN(C)C.Cl,7,5,4,4
